,slide,nb_support,DICE(%),IOU(%),gt,score,nb_query
5189,20179.svs,2690434,86.36,75.99,1,[0.99269432 0.98132661 0.95711938 0.79884798 0.67173966],2690334
5190,20179.svs,2690434,89.47,80.95,1,[0.99489055 0.98991765 0.97242076 0.88708946 0.80084547],2690289
5191,20179.svs,2690434,84.49,73.15,1,[0.99756224 0.99083066 0.97028189 0.88190047 0.77866596],2690252
5192,20179.svs,2690434,87.65,78.01,1,[0.99707538 0.98881214 0.97006497 0.87986955 0.77810054],2690145
5193,20179.svs,2690434,62.93,45.91,1,[0.99968243 0.99529999 0.97574569 0.84883297 0.7714581 ],2690112
5194,20179.svs,2690434,82.07,69.6,1,[0.99617264 0.98281744 0.96744518 0.92683154 0.82290983],2690079
5195,20179.svs,2690434,88.27,79.0,1,[0.99664358 0.98997599 0.97546665 0.86741004 0.77192321],2665094
5196,20179.svs,2690434,93.14,87.15,1,[0.97447885 0.97069709 0.96519765 0.87153884 0.81053528],2665073
5197,20179.svs,2690434,86.91,76.85,1,[0.98478367 0.97723492 0.96181303 0.86528524 0.78959923],2665044
5198,20179.svs,2690434,89.34,80.74,1,[0.99270417 0.98472604 0.96192165 0.82850803 0.75308683],2664999
5199,20179.svs,2690434,88.21,78.91,1,[0.98114367 0.9690108  0.94710843 0.79901543 0.70680735],2664982
5200,20179.svs,2690434,86.78,76.65,1,[0.99255593 0.98617542 0.94381069 0.74242386 0.72034329],2664941
5201,20179.svs,2690434,91.73,84.73,1,[0.98125604 0.97465286 0.95365847 0.81777476 0.73263458],2664902
5202,20179.svs,2690112,67.21,50.62,0,[0.99236801 0.9892365  0.98076939 0.90288243 0.8687831 ],2721673
5203,20179.svs,2690112,87.67,78.04,0,[0.99114608 0.98343809 0.95956379 0.78284241 0.54814314],2721650
5204,20179.svs,2690112,84.42,73.04,0,[0.99248172 0.97941183 0.95803218 0.84789323 0.71633214],2721617
5205,20179.svs,2690112,92.4,85.88,0,[0.97289213 0.97112055 0.95631292 0.81919307 0.70084214],2721564
5206,20179.svs,2690112,74.47,59.32,0,[0.99185995 0.98249956 0.94774365 0.78144896 0.52385196],2721537
5207,20179.svs,2690112,88.41,79.22,0,[0.97995763 0.96846656 0.94894462 0.8451074  0.81730184],2721516
5208,20179.svs,2690112,86.8,76.67,0,[0.96677695 0.95515409 0.94963486 0.8495726  0.71681108],2721491
5209,20179.svs,2690112,88.3,79.05,0,[0.98493931 0.98083821 0.95635428 0.82030392 0.77625791],2721462
5210,20179.svs,2690112,78.13,64.11,0,[0.96412385 0.95814349 0.95681662 0.85943965 0.82329083],2721441
5211,20179.svs,2690112,60.43,43.3,0,[0.99449228 0.98786822 0.95876922 0.81374602 0.65172415],2721412
5212,20179.svs,2690112,77.88,63.77,0,[0.95628927 0.95572328 0.953326   0.82333554 0.63351016],2721393
5213,20179.svs,2690112,84.18,72.68,1,[0.99947463 0.99495397 0.96142548 0.81899332 0.67803239],2690434
5214,20179.svs,2690112,91.35,84.08,1,[0.98673249 0.98052818 0.96547161 0.90565059 0.8904497 ],2690395
5215,20179.svs,2690112,87.7,78.09,1,[0.9931045  0.98615134 0.97862793 0.93075302 0.92293751],2690334
5216,20179.svs,2690112,89.9,81.65,1,[0.99496286 0.98981522 0.97179953 0.87309438 0.82600461],2690289
5217,20179.svs,2690112,87.11,77.17,1,[0.99850126 0.99384622 0.98113037 0.91759374 0.80018059],2690252
5218,20179.svs,2690112,87.48,77.75,1,[0.99674434 0.99009008 0.96404313 0.88671146 0.89518636],2690145
5219,20179.svs,2690112,65.22,48.39,1,[0.99976519 0.9966005  0.9907292  0.97331569 0.96132698],2690112
5220,20179.svs,2690112,81.68,69.03,1,[0.99441155 0.97679496 0.95310797 0.848719   0.69062645],2690079
5221,20179.svs,2690112,87.35,77.54,1,[0.99626505 0.99064766 0.97572042 0.9185294  0.91313732],2665094
5222,20179.svs,2690112,93.03,86.98,1,[0.97577272 0.97286988 0.9733829  0.89606918 0.89417569],2665073
5223,20179.svs,2690112,88.37,79.17,1,[0.98395191 0.97831206 0.97063441 0.89638906 0.81140854],2665044
5224,20179.svs,2690112,90.39,82.47,1,[0.99201247 0.98587242 0.97409384 0.85569011 0.81455682],2664999
5225,20179.svs,2690112,90.67,82.93,1,[0.98387755 0.97505651 0.97624832 0.91550139 0.86265134],2664982
5226,20179.svs,2690112,89.28,80.64,1,[0.9941322  0.98840567 0.97017221 0.88321548 0.87300409],2664941
5227,20179.svs,2690112,92.35,85.78,1,[0.98206336 0.9757598  0.97186605 0.92243476 0.90877847],2664902
5228,20179.svs,2664999,70.8,54.8,0,[0.99812975 0.99424427 0.98501441 0.9160588  0.84981847],2721673
5229,20179.svs,2664999,89.96,81.75,0,[0.99908189 0.99464114 0.97377171 0.84781638 0.67299685],2721650
5230,20179.svs,2664999,81.79,69.19,0,[0.99848657 0.99156021 0.97564522 0.85227167 0.74346042],2721617
5231,20179.svs,2664999,90.71,83.0,0,[0.99784526 0.99376938 0.97797632 0.88628087 0.80706101],2721564
5232,20179.svs,2664999,71.44,55.57,0,[0.99809797 0.99122121 0.96214995 0.86785082 0.6822781 ],2721537
5233,20179.svs,2664999,88.71,79.7,0,[0.99871518 0.98978974 0.96356457 0.92005062 0.86440741],2721516
5234,20179.svs,2664999,85.73,75.03,0,[0.99767072 0.99185351 0.97340928 0.91204782 0.83118764],2721491
5235,20179.svs,2664999,87.98,78.55,0,[0.9986565  0.99302857 0.97458196 0.89006046 0.84065959],2721462
5236,20179.svs,2664999,79.95,66.6,0,[0.99644661 0.99386067 0.98192265 0.93070413 0.91414821],2721441
5237,20179.svs,2664999,47.15,30.84,0,[0.99802392 0.99415834 0.97522861 0.84587954 0.67352037],2721412
5238,20179.svs,2664999,77.45,63.2,0,[0.99532804 0.99584322 0.98426752 0.91609621 0.80432082],2721393
5239,20179.svs,2664999,55.42,38.33,1,[0.99881847 0.99187247 0.9485257  0.75156158 0.59816846],2690434
5240,20179.svs,2664999,88.94,80.09,1,[0.99911127 0.99283577 0.97723184 0.91213144 0.86379549],2690395
5241,20179.svs,2664999,79.35,65.77,1,[0.99905587 0.9933261  0.98387048 0.93526088 0.82231662],2690334
5242,20179.svs,2664999,77.52,63.29,1,[0.99983357 0.99553939 0.9782689  0.84763925 0.76014103],2690289
5243,20179.svs,2664999,64.81,47.94,1,[0.99948772 0.99536314 0.97835686 0.88201705 0.77923188],2690252
5244,20179.svs,2664999,80.24,67.01,1,[0.99802125 0.9910817  0.95792253 0.84093035 0.82561347],2690145
5245,20179.svs,2664999,41.02,25.8,1,[0.99878778 0.99474665 0.97700978 0.85225766 0.7980139 ],2690112
5246,20179.svs,2664999,74.34,59.17,1,[0.99747757 0.98324901 0.95871107 0.84281495 0.71312438],2690079
5247,20179.svs,2664999,80.52,67.39,1,[0.9980274  0.99160073 0.96790985 0.83496452 0.7813059 ],2665094
5248,20179.svs,2664999,91.26,83.92,1,[0.99941634 0.99805753 0.99275946 0.95308168 0.91943411],2665073
5249,20179.svs,2664999,86.68,76.49,1,[0.99985254 0.99714123 0.98727021 0.9399207  0.88660716],2665044
5250,20179.svs,2664999,92.59,86.2,1,[0.99994996 0.99892627 0.99344616 0.97562727 0.95464557],2664999
5251,20179.svs,2664999,89.76,81.42,1,[0.99943973 0.99572448 0.98944257 0.91909736 0.84430899],2664982
5252,20179.svs,2664999,79.68,66.22,1,[0.99957099 0.99459941 0.97096573 0.88297846 0.8221531 ],2664941
5253,20179.svs,2664999,91.38,84.12,1,[0.99979156 0.99670718 0.98652081 0.93242019 0.9024848 ],2664902
5254,20179.svs,2665094,68.6,52.21,0,[0.99749676 0.99474322 0.98424401 0.91249482 0.86640681],2721673
5255,20179.svs,2665094,89.76,81.42,0,[0.99728142 0.98908449 0.96503466 0.80865466 0.6108413 ],2721650
5256,20179.svs,2665094,85.55,74.75,0,[0.99747362 0.9842991  0.95660466 0.86548342 0.72530072],2721617
5257,20179.svs,2665094,92.08,85.32,0,[0.98527292 0.98518594 0.97242363 0.88421735 0.72017644],2721564
5258,20179.svs,2665094,76.54,62.0,0,[0.99727196 0.98911217 0.95233859 0.80007896 0.60661604],2721537
5259,20179.svs,2665094,88.31,79.07,0,[0.988824   0.97531698 0.94783767 0.84671001 0.8156179 ],2721516
5260,20179.svs,2665094,86.9,76.83,0,[0.97963632 0.96425217 0.94690631 0.85474039 0.75264114],2721491
5261,20179.svs,2665094,88.62,79.56,0,[0.99235444 0.98949125 0.96272709 0.81012594 0.76006935],2721462
5262,20179.svs,2665094,78.73,64.93,0,[0.9770751  0.96955108 0.96077134 0.86767966 0.7909146 ],2721441
5263,20179.svs,2665094,59.77,42.62,0,[0.99876303 0.99251331 0.95835711 0.81546091 0.66489442],2721412
5264,20179.svs,2665094,78.17,64.16,0,[0.97199482 0.96995502 0.96362989 0.85264314 0.66241078],2721393
5265,20179.svs,2665094,71.9,56.13,1,[0.99941444 0.99268373 0.97162248 0.8708217  0.69691869],2690434
5266,20179.svs,2665094,90.94,83.38,1,[0.99406908 0.99045384 0.97712379 0.91561431 0.89112868],2690395
5267,20179.svs,2665094,88.54,79.44,1,[0.9980253  0.99047264 0.97238813 0.89392867 0.88581468],2690334
5268,20179.svs,2665094,90.64,82.88,1,[0.99859101 0.99448029 0.97778205 0.9063514  0.82800957],2690289
5269,20179.svs,2665094,85.75,75.05,1,[0.99968145 0.99344581 0.97639252 0.91495715 0.82409994],2690252
5270,20179.svs,2665094,89.65,81.25,1,[0.99980173 0.99734301 0.98425424 0.92111836 0.91396248],2690145
5271,20179.svs,2665094,57.83,40.68,1,[0.99947342 0.99322372 0.98188353 0.92280609 0.8819342 ],2690112
5272,20179.svs,2665094,82.26,69.86,1,[0.99785837 0.97953842 0.96063416 0.90904064 0.76637711],2690079
5273,20179.svs,2665094,90.4,82.49,1,[0.99981769 0.99787669 0.99242959 0.98328918 0.97552976],2665094
5274,20179.svs,2665094,92.82,86.6,1,[0.9865405  0.98348365 0.97790167 0.92010444 0.89607243],2665073
5275,20179.svs,2665094,86.22,75.78,1,[0.99353884 0.98750935 0.9713761  0.90315056 0.8351773 ],2665044
5276,20179.svs,2665094,87.51,77.79,1,[0.99764213 0.9907321  0.97167678 0.85436051 0.81417068],2664999
5277,20179.svs,2665094,89.41,80.85,1,[0.99009957 0.97676917 0.96031167 0.84412694 0.80602453],2664982
5278,20179.svs,2665094,86.45,76.14,1,[0.99663056 0.98636754 0.94724131 0.80295154 0.81001944],2664941
5279,20179.svs,2665094,92.02,85.22,1,[0.99080269 0.98171961 0.962785   0.8820513  0.87861472],2664902
5280,20179.svs,2690145,69.94,53.78,0,[0.99787268 0.99527316 0.98359216 0.93485212 0.88123851],2721673
5281,20179.svs,2690145,90.03,81.87,0,[0.99774467 0.9912118  0.9703436  0.86041061 0.70288117],2721650
5282,20179.svs,2690145,86.09,75.58,0,[0.99767817 0.98449143 0.95286877 0.88251529 0.75988392],2721617
5283,20179.svs,2690145,91.82,84.88,0,[0.98581191 0.98653719 0.97418793 0.89838624 0.78618758],2721564
5284,20179.svs,2690145,76.86,62.41,0,[0.99756712 0.99124287 0.95841149 0.86088352 0.65140729],2721537
5285,20179.svs,2690145,88.33,79.11,0,[0.98933308 0.97661067 0.94511879 0.88544471 0.86985331],2721516
5286,20179.svs,2690145,86.81,76.69,0,[0.98072572 0.96630902 0.94818007 0.89673258 0.82878785],2721491
5287,20179.svs,2690145,88.72,79.72,0,[0.99281944 0.99014748 0.9604842  0.86494751 0.82411058],2721462
5288,20179.svs,2690145,78.75,64.94,0,[0.97779254 0.97009979 0.9576161  0.89113635 0.8671194 ],2721441
5289,20179.svs,2690145,60.7,43.57,0,[0.99911745 0.99464531 0.96256151 0.8303978  0.69993061],2721412
5290,20179.svs,2690145,78.03,63.97,0,[0.97312414 0.97209008 0.96719592 0.89718327 0.75783559],2721393
5291,20179.svs,2690145,71.87,56.09,1,[0.99932899 0.99252754 0.97116109 0.85278736 0.69999932],2690434
5292,20179.svs,2690145,90.67,82.94,1,[0.99472724 0.99225049 0.97861301 0.92205676 0.91685787],2690395
5293,20179.svs,2690145,89.0,80.18,1,[0.99844219 0.99267801 0.97459361 0.9167043  0.90487311],2690334
5294,20179.svs,2690145,90.81,83.17,1,[0.99864777 0.99511919 0.97762338 0.91371005 0.82511962],2690289
5295,20179.svs,2690145,84.89,73.75,1,[0.99970962 0.99412331 0.97410609 0.91033585 0.83641568],2690252
5296,20179.svs,2690145,90.86,83.25,1,[0.99986761 0.99821372 0.99085509 0.98278617 0.97740371],2690145
5297,20179.svs,2690145,55.44,38.35,1,[0.99958004 0.99326166 0.97794439 0.91492042 0.87471768],2690112
5298,20179.svs,2690145,82.22,69.81,1,[0.99774489 0.97908579 0.95402267 0.8973946  0.77061059],2690079
5299,20179.svs,2690145,90.26,82.25,1,[0.99981248 0.99786976 0.98700381 0.92393251 0.93357462],2665094
5300,20179.svs,2690145,92.6,86.21,1,[0.98775627 0.98547194 0.97632871 0.93129314 0.94120196],2665073
5301,20179.svs,2690145,85.32,74.4,1,[0.99447702 0.98970703 0.97209906 0.92586438 0.89936881],2665044
5302,20179.svs,2690145,86.67,76.48,1,[0.9979432  0.99219519 0.9737146  0.8888801  0.89365974],2664999
5303,20179.svs,2690145,89.92,81.68,1,[0.99088717 0.97928165 0.96116657 0.87672205 0.84375619],2664982
5304,20179.svs,2690145,86.23,75.79,1,[0.99695118 0.98748446 0.943075   0.82892217 0.8498051 ],2664941
5305,20179.svs,2690145,92.0,85.19,1,[0.9915022  0.98279598 0.95851394 0.88868242 0.9120022 ],2664902
5306,20179.svs,2690079,63.16,46.16,0,[0.99294548 0.98439999 0.97564435 0.91736117 0.82945605],2721673
5307,20179.svs,2690079,88.53,79.41,0,[0.99365806 0.9848124  0.96680955 0.84199429 0.73984825],2721650
5308,20179.svs,2690079,86.41,76.07,0,[0.99778383 0.99344291 0.98350502 0.93714108 0.85680395],2721617
5309,20179.svs,2690079,92.43,85.92,0,[0.97696087 0.96907466 0.9615611  0.8888452  0.8380456 ],2721564
5310,20179.svs,2690079,78.03,63.97,0,[0.9927115  0.9732968  0.93520216 0.82403931 0.72496873],2721537
5311,20179.svs,2690079,85.9,75.28,0,[0.98361662 0.97264516 0.95311672 0.87954736 0.84161736],2721516
5312,20179.svs,2690079,87.1,77.14,0,[0.97265904 0.96968754 0.96296493 0.89940724 0.83187254],2721491
5313,20179.svs,2690079,86.99,76.97,0,[0.98419288 0.97632459 0.95759167 0.84226674 0.79634521],2721462
5314,20179.svs,2690079,77.43,63.17,0,[0.96817663 0.97038868 0.96774626 0.88211841 0.79327787],2721441
5315,20179.svs,2690079,48.56,32.06,0,[0.99279219 0.9779837  0.94973393 0.83637735 0.78442333],2721412
5316,20179.svs,2690079,77.27,62.96,0,[0.96168035 0.96446709 0.96826619 0.88801089 0.78968077],2721393
5317,20179.svs,2690079,72.82,57.26,1,[0.9991305  0.99014769 0.96732671 0.90846422 0.81314242],2690434
5318,20179.svs,2690079,89.94,81.72,1,[0.98777924 0.97416489 0.96161917 0.88982989 0.76938537],2690395
5319,20179.svs,2690079,85.83,75.18,1,[0.99326687 0.97747238 0.96187068 0.86006732 0.69648866],2690334
5320,20179.svs,2690079,87.84,78.31,1,[0.9950781  0.98571311 0.9725393  0.91876594 0.85567248],2690289
5321,20179.svs,2690079,74.39,59.22,1,[0.99673855 0.98580746 0.97108023 0.90241795 0.78554297],2690252
5322,20179.svs,2690079,87.67,78.05,1,[0.99765668 0.98554796 0.96499466 0.91053184 0.80900079],2690145
5323,20179.svs,2690079,58.31,41.15,1,[0.99940807 0.99458775 0.98360436 0.92253741 0.79400136],2690112
5324,20179.svs,2690079,82.8,70.65,1,[0.99892773 0.99500532 0.98433546 0.97247602 0.95896054],2690079
5325,20179.svs,2690079,86.51,76.23,1,[0.9970395  0.98694013 0.97546516 0.92488591 0.82107196],2665094
5326,20179.svs,2690079,91.96,85.11,1,[0.97661022 0.97507567 0.97949587 0.92034168 0.87084982],2665073
5327,20179.svs,2690079,87.09,77.13,1,[0.98659418 0.97932761 0.97322617 0.90261705 0.84865022],2665044
5328,20179.svs,2690079,87.79,78.24,1,[0.99545381 0.98845864 0.9752463  0.86403102 0.75201375],2664999
5329,20179.svs,2690079,86.01,75.46,1,[0.9832305  0.9778454  0.96847691 0.87563696 0.79777821],2664982
5330,20179.svs,2690079,85.62,74.85,1,[0.99321713 0.983841   0.95483869 0.79973592 0.75331883],2664941
5331,20179.svs,2690079,91.9,85.02,1,[0.98474636 0.9818155  0.97298273 0.88323927 0.81302475],2664902
5332,20179.svs,2665044,56.46,39.34,0,[0.99835061 0.99531126 0.98571203 0.91915421 0.87560086],2721673
5333,20179.svs,2665044,85.51,74.69,0,[0.99822976 0.99514799 0.97968769 0.88283698 0.72162493],2721650
5334,20179.svs,2665044,76.79,62.33,0,[0.99793107 0.99116167 0.98167719 0.88532926 0.76833981],2721617
5335,20179.svs,2665044,89.85,81.57,0,[0.99909805 0.99502088 0.97900222 0.91813365 0.8507884 ],2721564
5336,20179.svs,2665044,67.36,50.78,0,[0.99747441 0.99223335 0.9618854  0.86008206 0.69338853],2721537
5337,20179.svs,2665044,89.57,81.11,0,[0.9989827  0.98933522 0.96571452 0.93489451 0.89556379],2721516
5338,20179.svs,2665044,85.58,74.79,0,[0.99923896 0.99261505 0.97658502 0.94012168 0.88554153],2721491
5339,20179.svs,2665044,85.29,74.35,0,[0.99899689 0.99406434 0.97258514 0.89735926 0.85367339],2721462
5340,20179.svs,2665044,81.25,68.43,0,[0.99936206 0.99484687 0.9833998  0.95372708 0.9103483 ],2721441
5341,20179.svs,2665044,43.49,27.79,0,[0.99738404 0.99500172 0.97828748 0.89206459 0.76348614],2721412
5342,20179.svs,2665044,77.32,63.03,0,[0.99923033 0.9980342  0.9877907  0.94091236 0.83414214],2721393
5343,20179.svs,2665044,50.22,33.53,1,[0.99775566 0.98971436 0.95457643 0.76669197 0.63634533],2690434
5344,20179.svs,2665044,89.13,80.4,1,[0.9993912  0.99380629 0.97493316 0.93490123 0.88631932],2690395
5345,20179.svs,2665044,73.72,58.38,1,[0.99915714 0.99388055 0.97849114 0.93139322 0.86685122],2690334
5346,20179.svs,2665044,70.23,54.12,1,[0.9997576  0.99635423 0.98094019 0.87036467 0.83284252],2690289
5347,20179.svs,2665044,64.8,47.92,1,[0.9987255  0.99495191 0.97985542 0.8841077  0.80636261],2690252
5348,20179.svs,2665044,71.23,55.32,1,[0.9981201  0.99282002 0.95736825 0.83664082 0.86535675],2690145
5349,20179.svs,2665044,36.2,22.1,1,[0.99820443 0.9944118  0.98035038 0.8884815  0.82617719],2690112
5350,20179.svs,2665044,68.94,52.6,1,[0.99685547 0.98057175 0.96272481 0.87218437 0.76287342],2690079
5351,20179.svs,2665044,73.2,57.73,1,[0.99772569 0.99339616 0.9726471  0.86942689 0.84788019],2665094
5352,20179.svs,2665044,92.0,85.19,1,[0.99991494 0.99853199 0.99364206 0.97513124 0.94885131],2665073
5353,20179.svs,2665044,88.43,79.26,1,[0.99992536 0.9982529  0.9940217  0.98310696 0.96600277],2665044
5354,20179.svs,2665044,89.22,80.55,1,[0.99979389 0.99729053 0.99020723 0.94280416 0.87367176],2664999
5355,20179.svs,2665044,83.04,71.0,1,[0.9986246  0.99109401 0.98762913 0.93421685 0.81083215],2664982
5356,20179.svs,2665044,77.05,62.67,1,[0.99894404 0.99183638 0.96694298 0.88777068 0.8518702 ],2664941
5357,20179.svs,2665044,90.92,83.36,1,[0.9992626  0.99475437 0.9867692  0.95615541 0.91209825],2664902
5358,20179.svs,2690334,75.36,60.46,0,[0.9997401  0.99570642 0.98786632 0.92936346 0.89694184],2721673
5359,20179.svs,2690334,89.02,80.21,0,[0.9997094  0.99504117 0.97909785 0.87993608 0.71945369],2721650
5360,20179.svs,2690334,85.26,74.3,0,[0.99750081 0.98123507 0.9594132  0.83054324 0.70281273],2721617
5361,20179.svs,2690334,90.35,82.39,0,[0.99363467 0.99166107 0.97675721 0.87693512 0.72982038],2721564
5362,20179.svs,2690334,75.52,60.67,0,[0.99948119 0.99399239 0.96293395 0.82798986 0.5304204 ],2721537
5363,20179.svs,2690334,89.97,81.76,0,[0.995893   0.98329635 0.95871985 0.89624045 0.87347595],2721516
5364,20179.svs,2690334,86.49,76.19,0,[0.98890239 0.97277377 0.96016966 0.88646662 0.76028067],2721491
5365,20179.svs,2690334,87.97,78.53,0,[0.99808568 0.99362007 0.97179117 0.88889014 0.84212763],2721462
5366,20179.svs,2690334,79.59,66.1,0,[0.98755668 0.97595307 0.96886297 0.90517124 0.85810048],2721441
5367,20179.svs,2690334,56.67,39.54,0,[0.99972546 0.99742061 0.97770168 0.84459501 0.58264766],2721412
5368,20179.svs,2690334,77.95,63.87,0,[0.98474531 0.98162745 0.97507863 0.88257099 0.67286072],2721393
5369,20179.svs,2690334,63.44,46.45,1,[0.99791753 0.98566324 0.95417711 0.73533189 0.536869  ],2690434
5370,20179.svs,2690334,89.34,80.74,1,[0.99889585 0.99564487 0.98277053 0.95558752 0.96387685],2690395
5371,20179.svs,2690334,89.8,81.48,1,[0.99980944 0.99628881 0.99097191 0.9794699  0.9774456 ],2690334
5372,20179.svs,2690334,82.62,70.38,1,[0.9980679  0.99063817 0.97368465 0.83975635 0.73401649],2690289
5373,20179.svs,2690334,79.25,65.63,1,[0.99917166 0.99062298 0.9715114  0.86600306 0.72282218],2690252
5374,20179.svs,2690334,84.37,72.96,1,[0.99942337 0.99496569 0.97164268 0.88729812 0.90413778],2690145
5375,20179.svs,2690334,46.87,30.61,1,[0.99881484 0.98827429 0.97500534 0.88207922 0.80030237],2690112
5376,20179.svs,2690334,78.29,64.32,1,[0.99538979 0.96677147 0.94316601 0.80951974 0.6193161 ],2690079
5377,20179.svs,2690334,84.61,73.33,1,[0.99936724 0.9937818  0.97591232 0.88352215 0.87346891],2665094
5378,20179.svs,2690334,90.8,83.14,1,[0.99557141 0.99222027 0.98810983 0.951505   0.93353102],2665073
5379,20179.svs,2690334,83.58,71.8,1,[0.99876559 0.99406107 0.98431106 0.93759338 0.86976441],2665044
5380,20179.svs,2690334,88.31,79.07,1,[0.99893037 0.99325408 0.98657539 0.92928874 0.89725172],2664999
5381,20179.svs,2690334,92.07,85.31,1,[0.9969638  0.98753597 0.98531232 0.94289501 0.88412832],2664982
5382,20179.svs,2690334,83.17,71.19,1,[0.99804168 0.98722307 0.96323229 0.88877063 0.83944013],2664941
5383,20179.svs,2690334,90.19,82.13,1,[0.99738594 0.98799993 0.97849095 0.94295639 0.94711892],2664902
5384,20179.svs,2665073,55.85,38.74,0,[0.99817695 0.99496942 0.98833749 0.93108982 0.89009708],2721673
5385,20179.svs,2665073,84.86,73.7,0,[0.99795626 0.9952457  0.98184611 0.88662252 0.71430216],2721650
5386,20179.svs,2665073,76.39,61.8,0,[0.99779531 0.99052213 0.97914992 0.89968377 0.75414348],2721617
5387,20179.svs,2665073,90.17,82.11,0,[0.99911616 0.99538988 0.98604137 0.94735455 0.85304969],2721564
5388,20179.svs,2665073,67.57,51.02,0,[0.99711273 0.99219364 0.96498302 0.87275759 0.67554495],2721537
5389,20179.svs,2665073,89.9,81.65,0,[0.9986692  0.98961592 0.96779358 0.94031583 0.91179372],2721516
5390,20179.svs,2665073,86.04,75.49,0,[0.99922296 0.99261211 0.97862643 0.95242902 0.89828737],2721491
5391,20179.svs,2665073,85.18,74.18,0,[0.99885112 0.99446925 0.97781114 0.91411097 0.87511501],2721462
