,slide,nb_support,DICE(%),IOU(%),gt,score,nb_query
239,20114.svs,2684761,91.44,84.23,1,[0.99972793 0.9951769  0.98814784 0.98381243 0.97438194],2684761
240,20114.svs,2684888,67.53,50.98,0,[0.99291029 0.95860622 0.9193779  0.73391342 0.26812449],2721341
241,20114.svs,2684888,91.08,83.63,0,[0.998155   0.99219094 0.97562931 0.85159691 0.77760396],2721292
242,20114.svs,2684888,89.9,81.66,0,[0.99889614 0.99215218 0.97286093 0.86043335 0.69332516],2721263
243,20114.svs,2684888,68.45,52.04,0,[0.99327941 0.98118891 0.91912995 0.63490307 0.23892854],2721242
244,20114.svs,2684888,64.22,47.3,0,[0.99385864 0.98277405 0.92701406 0.64903357 0.32991327],2721223
245,20114.svs,2684888,81.99,69.48,0,[0.99841773 0.98768987 0.95484363 0.75667087 0.37845029],2721202
246,20114.svs,2684888,70.9,54.92,0,[0.91399316 0.93118651 0.93188745 0.7059368  0.44645038],2721173
247,20114.svs,2684888,81.05,68.14,0,[0.99711213 0.99315516 0.95298056 0.72216049 0.62812114],2721154
248,20114.svs,2684888,71.17,55.24,0,[0.99474089 0.99067019 0.97385304 0.85252197 0.76233712],2721127
249,20114.svs,2684888,84.61,73.33,0,[0.99704108 0.98529973 0.93045523 0.75763357 0.55183091],2721074
250,20114.svs,2684888,86.11,75.61,0,[0.99371996 0.98550615 0.95752281 0.77798957 0.50722051],2721055
251,20114.svs,2684888,89.9,81.64,1,[0.9883183  0.9844641  0.97095103 0.87783603 0.8500597 ],2689939
252,20114.svs,2684888,83.68,71.94,1,[0.99979429 0.99579817 0.9795461  0.91227601 0.85149901],2689910
253,20114.svs,2684888,80.54,67.41,1,[0.99912989 0.99655562 0.96992146 0.86004305 0.78829107],2689869
254,20114.svs,2684888,86.81,76.7,1,[0.99679011 0.99346451 0.96732976 0.81097153 0.71867997],2689850
255,20114.svs,2684888,70.08,53.94,1,[0.99681567 0.99167469 0.95981675 0.794072   0.67297728],2689827
256,20114.svs,2684888,82.0,69.49,1,[0.99607158 0.99002812 0.98104973 0.94934861 0.92622351],2685119
257,20114.svs,2684888,89.97,81.76,1,[0.9989826  0.99533568 0.96740488 0.82923854 0.778218  ],2685074
258,20114.svs,2684888,88.5,79.37,1,[0.9992556  0.99524888 0.97976351 0.9609805  0.94215609],2685053
259,20114.svs,2684888,88.54,79.44,1,[0.99877111 0.99524172 0.98410241 0.96496409 0.90171824],2685032
260,20114.svs,2684888,85.82,75.16,1,[0.99978793 0.9969177  0.98522696 0.93122386 0.91002125],2685007
261,20114.svs,2684888,86.64,76.43,1,[0.99924539 0.99515741 0.98335049 0.95441083 0.94283241],2684980
262,20114.svs,2684888,87.97,78.52,1,[0.99846047 0.99388079 0.97335214 0.88823306 0.87441715],2684951
263,20114.svs,2684888,80.22,66.97,1,[0.99967854 0.99668761 0.98168227 0.91046135 0.83540706],2684930
264,20114.svs,2684888,84.63,73.35,1,[0.99960868 0.99631634 0.98042628 0.95208998 0.9695214 ],2684911
265,20114.svs,2684888,90.48,82.62,1,[0.99989206 0.99660626 0.98802438 0.98282261 0.98384234],2684888
266,20114.svs,2684888,82.51,70.22,1,[0.99641302 0.99195524 0.97312686 0.90139622 0.89767182],2684853
267,20114.svs,2684888,92.36,85.81,1,[0.99532219 0.99355935 0.98151609 0.91607458 0.85538825],2684832
268,20114.svs,2684888,92.63,86.28,1,[0.99925861 0.99422495 0.97690264 0.92466663 0.91993514],2684781
269,20114.svs,2684888,90.31,82.33,1,[0.99963069 0.99338114 0.98163061 0.94615393 0.91424883],2684761
270,20114.svs,2684930,60.94,43.82,0,[0.99086974 0.9535612  0.92649193 0.85851834 0.59830361],2721341
271,20114.svs,2684930,89.93,81.7,0,[0.99653154 0.99383441 0.98351265 0.9322817  0.8816981 ],2721292
272,20114.svs,2684930,89.78,81.46,0,[0.99479073 0.99232058 0.98401712 0.92245841 0.78351087],2721263
273,20114.svs,2684930,65.0,48.15,0,[0.99902432 0.98680886 0.94279418 0.7992265  0.56204825],2721242
274,20114.svs,2684930,55.24,38.16,0,[0.99737859 0.98706077 0.94051146 0.79051305 0.63241311],2721223
275,20114.svs,2684930,77.36,63.08,0,[0.99705636 0.98798439 0.9582188  0.8596521  0.6559698 ],2721202
276,20114.svs,2684930,71.87,56.09,0,[0.96120542 0.96422344 0.96078262 0.85426164 0.78276988],2721173
277,20114.svs,2684930,80.68,67.62,0,[0.99525085 0.99436334 0.97088534 0.86713042 0.76729402],2721154
278,20114.svs,2684930,72.57,56.95,0,[0.99843536 0.99696166 0.98904751 0.94948709 0.86038204],2721127
279,20114.svs,2684930,83.45,71.6,0,[0.99798254 0.98976364 0.94897064 0.88669226 0.73252162],2721074
280,20114.svs,2684930,86.4,76.05,0,[0.99780932 0.9862233  0.97217587 0.90894597 0.78453776],2721055
281,20114.svs,2684930,90.8,83.14,1,[0.99971049 0.99743901 0.98589483 0.92991955 0.84315408],2689939
282,20114.svs,2684930,82.84,70.71,1,[0.99836968 0.99503724 0.97859072 0.92726681 0.87868895],2689910
283,20114.svs,2684930,67.1,50.49,1,[0.9946702  0.99247072 0.97952683 0.92260617 0.81832621],2689869
284,20114.svs,2684930,88.17,78.84,1,[0.99923184 0.99617295 0.98024237 0.93035179 0.88574116],2689850
285,20114.svs,2684930,60.89,43.77,1,[0.98938879 0.98781469 0.96975551 0.877432   0.78170002],2689827
286,20114.svs,2684930,81.87,69.3,1,[0.99888412 0.99366775 0.97885752 0.91817857 0.81326643],2685119
287,20114.svs,2684930,80.16,66.89,1,[0.99548182 0.99351343 0.97395148 0.90272294 0.86261167],2685074
288,20114.svs,2684930,86.17,75.71,1,[0.9975729  0.99478763 0.98304314 0.9171327  0.80433139],2685053
289,20114.svs,2684930,86.16,75.68,1,[0.99809391 0.99435301 0.98278907 0.90781087 0.81197442],2685032
290,20114.svs,2684930,78.11,64.09,1,[0.99637799 0.9924137  0.98019174 0.92341839 0.84721842],2685007
291,20114.svs,2684930,83.5,71.68,1,[0.99764884 0.99397135 0.98312804 0.90125651 0.81092511],2684980
292,20114.svs,2684930,83.39,71.52,1,[0.9993144  0.99739274 0.98600511 0.94829929 0.87987589],2684951
293,20114.svs,2684930,94.04,88.76,1,[0.99978953 0.99847242 0.99182744 0.97940713 0.95532863],2684930
294,20114.svs,2684930,76.29,61.67,1,[0.99524938 0.99204988 0.97539913 0.90087892 0.71875962],2684911
295,20114.svs,2684930,78.49,64.6,1,[0.99891329 0.99621209 0.98639421 0.92578149 0.81961552],2684888
296,20114.svs,2684930,82.48,70.18,1,[0.99863434 0.99498332 0.97796481 0.92823108 0.84097833],2684853
297,20114.svs,2684930,88.43,79.25,1,[0.99916308 0.99728126 0.98893042 0.94425741 0.90359531],2684832
298,20114.svs,2684930,83.44,71.59,1,[0.99777645 0.99214308 0.9701747  0.90877783 0.8061729 ],2684781
299,20114.svs,2684930,88.2,78.89,1,[0.99758115 0.98794817 0.96411821 0.90372718 0.80553623],2684761
300,20130.svs,2668226,87.99,78.56,1,[0.99980024 0.99593437 0.97897012 0.91272865 0.77258514],2811209
301,20130.svs,2668226,87.17,77.25,1,[0.99972983 0.99700196 0.98146773 0.91302099 0.79425019],2811186
302,20130.svs,2668226,86.8,76.68,1,[0.99961045 0.99570525 0.97874813 0.92992161 0.8128475 ],2811161
303,20130.svs,2668226,80.04,66.72,1,[0.99891133 0.99624738 0.98842758 0.92637169 0.8489857 ],2811042
304,20130.svs,2668226,75.32,60.41,1,[0.99971591 0.99367678 0.96534878 0.88879642 0.78280504],2810987
305,20130.svs,2668226,64.35,47.44,0,[0.99715084 0.98650708 0.96544337 0.83091331 0.69256272],2744602
306,20130.svs,2668226,45.76,29.67,0,[0.99839018 0.98783748 0.95357179 0.85760334 0.74633756],2744567
307,20130.svs,2668226,69.36,53.1,0,[0.99151436 0.97507305 0.95456484 0.79214219 0.65795247],2744514
308,20130.svs,2668226,74.7,59.62,0,[0.99243986 0.97948463 0.95396452 0.85286707 0.73539459],2744491
309,20130.svs,2668226,79.96,66.62,0,[0.99571453 0.98133242 0.94324661 0.85867352 0.76335677],2744456
310,20130.svs,2668226,81.92,69.37,0,[0.98899149 0.97432361 0.93258206 0.80021323 0.78153184],2744435
311,20130.svs,2668226,66.2,49.48,0,[0.98677437 0.97591387 0.9549843  0.84547557 0.77846106],2744406
312,20130.svs,2668226,70.76,54.75,0,[0.99760488 0.99234943 0.97041776 0.83314446 0.68271929],2744365
313,20130.svs,2668226,64.44,47.54,0,[0.99595951 0.97523324 0.91845374 0.80786015 0.77180839],2744342
314,20130.svs,2668226,62.48,45.44,0,[0.99941355 0.98787134 0.94777919 0.79370512 0.66181845],2744293
315,20130.svs,2668226,91.05,83.56,0,[0.99069804 0.9804442  0.95357128 0.82407976 0.76757491],2744236
316,20130.svs,2668226,84.41,73.03,0,[0.99389207 0.98131565 0.95029545 0.84240948 0.75228593],2744193
317,20130.svs,2668226,83.15,71.15,0,[0.99587756 0.9790125  0.93408666 0.76851454 0.73301326],2712738
318,20130.svs,2668226,73.89,58.59,0,[0.988882   0.96091644 0.89143015 0.75101475 0.64790873],2712719
319,20130.svs,2668226,84.9,73.77,0,[0.9939964  0.97410215 0.93074967 0.79895487 0.73086464],2712696
320,20130.svs,2668226,77.08,62.71,0,[0.9952865  0.96982824 0.92985398 0.81175201 0.61209323],2712675
321,20130.svs,2668226,81.06,68.15,0,[0.99846841 0.98693328 0.95159824 0.84646688 0.74762305],2712636
322,20130.svs,2668226,86.03,75.48,0,[0.9891638  0.97411689 0.94332387 0.85937766 0.84111164],2712582
323,20130.svs,2668226,57.6,40.45,0,[0.99687789 0.98038462 0.930752   0.8187696  0.68476559],2712547
324,20130.svs,2668226,45.4,29.36,0,[0.99346425 0.97913517 0.93076743 0.79977527 0.74001766],2712502
325,20130.svs,2668226,76.95,62.54,0,[0.99334741 0.97216027 0.92751332 0.8685929  0.80995946],2712441
326,20130.svs,2668226,82.76,70.59,0,[0.99746715 0.99151693 0.97668795 0.91582376 0.77574195],2712422
327,20130.svs,2668226,82.14,69.69,0,[0.98607446 0.97650451 0.96318947 0.82825126 0.73862759],2712403
328,20130.svs,2668226,88.3,79.05,0,[0.99565144 0.9815176  0.94988447 0.82272435 0.57957212],2712382
329,20130.svs,2668226,68.05,51.57,0,[0.98331758 0.95663259 0.94010816 0.79312797 0.72387502],2712352
330,20130.svs,2668226,67.8,51.28,0,[0.98489363 0.96649661 0.93550376 0.82319574 0.6506385 ],2712323
331,20130.svs,2668226,71.7,55.88,0,[0.99710927 0.99068088 0.97812004 0.93129202 0.91267779],2712280
332,20130.svs,2668226,85.36,74.46,0,[0.99947118 0.98610319 0.95846719 0.8473232  0.65374601],2712215
333,20130.svs,2668226,82.5,70.22,0,[0.98563483 0.96272497 0.89953916 0.82355361 0.74938643],2712192
334,20130.svs,2668226,88.95,80.11,0,[0.96868988 0.95602845 0.96126404 0.91089581 0.84191258],2712163
335,20130.svs,2668226,83.31,71.39,0,[0.99081665 0.98255421 0.97116721 0.89943068 0.77075491],2712142
336,20130.svs,2668226,51.8,34.95,0,[0.98723221 0.97569467 0.94963704 0.88783137 0.82602588],2712121
337,20130.svs,2668226,86.18,75.71,0,[0.97911297 0.97180019 0.95372751 0.84212914 0.76550224],2712098
338,20130.svs,2668226,90.1,81.98,0,[0.97684265 0.9675485  0.95126709 0.82480923 0.82001404],2712077
339,20130.svs,2668226,86.92,76.87,0,[0.99789875 0.98515919 0.94530283 0.84554381 0.63043132],2712054
340,20130.svs,2668226,85.71,75.0,0,[0.97922835 0.96660684 0.93896587 0.85783881 0.82519127],2712039
341,20130.svs,2668226,79.47,65.93,0,[0.98677083 0.97699928 0.96191387 0.86744488 0.79517165],2712016
342,20130.svs,2668226,42.28,26.81,0,[0.99486144 0.98144004 0.9350215  0.84884302 0.77537314],2712001
343,20130.svs,2668226,79.1,65.43,0,[0.99195234 0.9812077  0.96753013 0.89642592 0.83731243],2711970
344,20130.svs,2668226,91.98,85.16,0,[0.98829522 0.98257576 0.9704117  0.83621191 0.72844775],2711953
345,20130.svs,2668226,74.87,59.83,0,[0.99071579 0.97239624 0.92469075 0.83065527 0.68980686],2711930
346,20130.svs,2668226,90.05,81.9,0,[0.98943119 0.97880597 0.95735637 0.89197881 0.81223333],2711911
347,20130.svs,2668226,84.53,73.21,0,[0.99447015 0.97536027 0.92378319 0.85735833 0.69491123],2711892
348,20130.svs,2668226,88.81,79.88,0,[0.99418318 0.98652875 0.9746311  0.88618621 0.79393074],2711871
349,20130.svs,2668226,92.4,85.87,0,[0.96053324 0.9439544  0.94501905 0.84634017 0.77798941],2711854
350,20130.svs,2668226,67.85,51.34,0,[0.99118072 0.97269132 0.95049283 0.80632406 0.66511992],2711817
351,20130.svs,2668226,46.17,30.01,0,[0.9870143  0.95984574 0.91945685 0.76681278 0.62157299],2711777
352,20130.svs,2668226,83.0,70.94,0,[0.9977382  0.97167051 0.92010098 0.85436443 0.60998583],2711748
353,20130.svs,2668226,85.51,74.69,0,[0.9894879  0.97853567 0.95620382 0.88341764 0.84737701],2711729
354,20130.svs,2668226,71.09,55.14,0,[0.98507428 0.96682254 0.92320503 0.84026278 0.71561976],2711674
355,20130.svs,2668226,90.01,81.84,1,[0.99777461 0.99225608 0.97869626 0.89730306 0.79765295],2688223
356,20130.svs,2668226,85.54,74.74,1,[0.99724773 0.99220796 0.98106363 0.89863158 0.75851527],2688186
357,20130.svs,2668226,90.96,83.42,1,[0.99783361 0.98820585 0.96466653 0.85639184 0.64684156],2688163
358,20130.svs,2668226,83.67,71.93,1,[0.99697015 0.99142    0.97955592 0.89424703 0.78024909],2688127
359,20130.svs,2668226,90.84,83.21,1,[0.99893181 0.9945007  0.97714359 0.91727093 0.82864925],2688104
360,20130.svs,2668226,83.44,71.58,1,[0.99938928 0.99410909 0.97930546 0.91837569 0.8235214 ],2688085
361,20130.svs,2668226,81.76,69.15,1,[0.99504447 0.9860411  0.96087111 0.86872487 0.76807309],2688064
362,20130.svs,2668226,91.96,85.12,1,[0.99498704 0.99102105 0.97790961 0.90837762 0.81214975],2688045
363,20130.svs,2668226,92.47,86.0,1,[0.99472712 0.98717582 0.96443798 0.85925666 0.65700941],2688024
364,20130.svs,2668226,93.23,87.32,1,[0.99825547 0.99350343 0.97853844 0.88550214 0.77748138],2688005
365,20130.svs,2668226,94.21,89.06,1,[0.99798822 0.98896923 0.97024915 0.89361048 0.800336  ],2687986
366,20130.svs,2668226,84.51,73.17,1,[0.99887012 0.99365358 0.98215874 0.9245382  0.79158749],2687963
367,20130.svs,2668226,91.68,84.65,1,[0.99622347 0.99237558 0.98336992 0.92400646 0.85729653],2687942
368,20130.svs,2668226,94.76,90.04,1,[0.99943585 0.99513631 0.97935841 0.9330422  0.85744872],2687921
369,20130.svs,2668226,91.71,84.69,1,[0.99643132 0.99219709 0.97804935 0.88633766 0.82126371],2687902
370,20130.svs,2668226,94.52,89.62,1,[0.9946041  0.98538482 0.96081718 0.86491282 0.75828543],2669074
371,20130.svs,2668226,95.08,90.62,1,[0.99943026 0.9918119  0.96738644 0.90374224 0.77408189],2669047
372,20130.svs,2668226,90.5,82.64,1,[0.99959629 0.99545654 0.9779262  0.92526809 0.8726458 ],2669014
373,20130.svs,2668226,85.37,74.47,1,[0.99791179 0.99300311 0.9762414  0.90196544 0.88036568],2668993
374,20130.svs,2668226,63.21,46.21,1,[0.99832385 0.99350359 0.97140198 0.87395634 0.70208447],2668938
375,20130.svs,2668226,95.81,91.95,1,[0.99825032 0.99500587 0.97706182 0.92992642 0.84711255],2668913
376,20130.svs,2668226,91.2,83.83,1,[0.99892807 0.99331451 0.97525369 0.93310565 0.83237969],2668883
377,20130.svs,2668226,92.38,85.85,1,[0.99716887 0.99224415 0.97868795 0.90655272 0.85291583],2668862
378,20130.svs,2668226,92.99,86.89,1,[0.99942779 0.99328576 0.97587575 0.90339891 0.80369117],2668841
379,20130.svs,2668226,84.28,72.83,1,[0.99934516 0.99489409 0.98084742 0.92288671 0.8482292 ],2668824
380,20130.svs,2668226,92.75,86.48,1,[0.9837736  0.97506058 0.97795764 0.92405742 0.85976357],2668783
381,20130.svs,2668226,92.85,86.65,1,[0.99625272 0.99144711 0.97683768 0.89603173 0.87986873],2668752
382,20130.svs,2668226,95.58,91.54,1,[0.99818237 0.98773527 0.9653075  0.91974904 0.83794087],2668731
383,20130.svs,2668226,86.42,76.09,1,[0.99978965 0.99416749 0.96770248 0.90666948 0.81794344],2668706
384,20130.svs,2668226,94.93,90.34,1,[0.99609771 0.99099411 0.97544376 0.90622125 0.86562696],2668675
385,20130.svs,2668226,94.9,90.3,1,[0.99656111 0.98980363 0.97547943 0.90947757 0.81722636],2668656
386,20130.svs,2668226,94.72,89.97,1,[0.99198059 0.98547031 0.97195335 0.86458532 0.81734906],2668633
387,20130.svs,2668226,93.35,87.53,1,[0.9887083  0.98369419 0.96972161 0.85185507 0.82643014],2668607
388,20130.svs,2668226,90.07,81.93,1,[0.99451473 0.9883612  0.97770983 0.9090009  0.80367074],2668586
389,20130.svs,2668226,94.0,88.68,1,[0.98928177 0.97693436 0.96845054 0.87173162 0.77487119],2668557
390,20130.svs,2668226,91.48,84.3,1,[0.99787303 0.99446149 0.98315139 0.91068934 0.8398119 ],2668538
391,20130.svs,2668226,91.73,84.73,1,[0.99578365 0.99035601 0.97800322 0.92429141 0.88097894],2668513
392,20130.svs,2668226,94.32,89.24,1,[0.99611583 0.98754222 0.96984707 0.86596259 0.80389742],2668494
393,20130.svs,2668226,94.63,89.8,1,[0.99462595 0.98928379 0.97758259 0.90970822 0.86267393],2668475
394,20130.svs,2668226,95.46,91.32,1,[0.99566422 0.99146646 0.98059225 0.90880115 0.83146362],2668456
395,20130.svs,2668226,91.27,83.93,1,[0.99778942 0.99341431 0.98111434 0.92684349 0.87292269],2668435
396,20130.svs,2668226,95.6,91.57,1,[0.99711187 0.99226116 0.98335617 0.90150601 0.8055842 ],2668412
397,20130.svs,2668226,91.3,84.0,1,[0.98979519 0.98192766 0.97286812 0.90540835 0.90227681],2668385
398,20130.svs,2668226,93.86,88.43,1,[0.9995264  0.99645632 0.98078248 0.92286358 0.84721685],2668360
399,20130.svs,2668226,94.9,90.3,1,[0.99811179 0.99603188 0.98629605 0.91931653 0.83003113],2668341
400,20130.svs,2668226,91.63,84.56,1,[0.99677031 0.99238341 0.97738866 0.91528794 0.7910241 ],2668318
401,20130.svs,2668226,86.97,76.94,1,[0.9989881  0.99013511 0.9670661  0.88460802 0.81532293],2668297
402,20130.svs,2668226,88.41,79.22,1,[0.9968045  0.9896646  0.98095943 0.92347805 0.83558301],2668278
403,20130.svs,2668226,83.48,71.64,1,[0.99971976 0.9953381  0.9808772  0.90770978 0.85620173],2668255
404,20130.svs,2668226,89.82,81.52,1,[0.99979869 0.99581573 0.97852133 0.97106368 0.96115994],2668226
405,20130.svs,2668226,89.7,81.32,1,[0.99660588 0.99116783 0.98268255 0.9418495  0.82166033],2668205
406,20130.svs,2668226,91.43,84.21,1,[0.99925591 0.99553946 0.984041   0.95354961 0.9348573 ],2668186
407,20130.svs,2668226,82.32,69.95,1,[0.9970246  0.99205897 0.97078645 0.87828545 0.85239517],2668161
408,20130.svs,2668226,94.35,89.31,1,[0.99216068 0.97676617 0.9766515  0.92063446 0.74627152],2668140
409,20130.svs,2668226,87.01,77.01,1,[0.99864704 0.99524998 0.98183566 0.89163517 0.70685284],2668115
410,20130.svs,2668226,93.54,87.86,1,[0.9972087  0.98802559 0.95955109 0.89291734 0.87335054],2668096
411,20130.svs,2668226,94.71,89.95,1,[0.99264364 0.9868605  0.97073639 0.83672154 0.7730516 ],2668069
412,20130.svs,2668226,89.97,81.77,1,[0.99023177 0.98379133 0.96866544 0.86427594 0.85216549],2668046
413,20130.svs,2668226,93.04,86.98,1,[0.99634119 0.98815222 0.9746962  0.88209082 0.83714418],2668025
414,20130.svs,2668226,87.08,77.11,1,[0.99920838 0.99609069 0.98172341 0.91166142 0.75521718],2668002
415,20130.svs,2668226,89.81,81.51,1,[0.99776524 0.99324237 0.98146351 0.93700861 0.83046572],2667983
416,20130.svs,2668226,83.95,72.34,1,[0.99984869 0.99560302 0.98160772 0.93723335 0.90115468],2667962
417,20130.svs,2668226,95.05,90.58,1,[0.99280564 0.9877385  0.97652671 0.90964824 0.85164339],2667939
418,20130.svs,2668226,90.27,82.26,1,[0.99029171 0.9819425  0.96530265 0.85799201 0.69431828],2667920
419,20130.svs,2668226,94.45,89.49,1,[0.99919067 0.99594219 0.98201072 0.91087489 0.76214207],2667896
420,20130.svs,2668752,71.4,55.52,1,[0.99981219 0.99767931 0.98185539 0.88048779 0.73775557],2811209
421,20130.svs,2668752,72.73,57.15,1,[0.9997648  0.99609464 0.97828975 0.86790069 0.69600183],2811186
422,20130.svs,2668752,77.97,63.9,1,[0.99990708 0.99743253 0.98739653 0.93470127 0.81557822],2811161
423,20130.svs,2668752,74.42,59.26,1,[0.99980731 0.9970675  0.99225163 0.92265162 0.85591439],2811042
424,20130.svs,2668752,58.22,41.07,1,[0.99952691 0.99361595 0.97123835 0.91422881 0.80021758],2810987
425,20130.svs,2668752,64.76,47.88,0,[0.99875429 0.994244   0.98109405 0.89533659 0.77441793],2744602
426,20130.svs,2668752,37.17,22.83,0,[0.99828723 0.989867   0.94905253 0.82435478 0.68146508],2744567
427,20130.svs,2668752,70.44,54.37,0,[0.99699236 0.98769399 0.97530908 0.88490696 0.78829331],2744514
428,20130.svs,2668752,76.22,61.58,0,[0.9983944  0.98964494 0.96399036 0.89261482 0.80025443],2744491
429,20130.svs,2668752,78.84,65.08,0,[0.99916471 0.98576125 0.94249621 0.85682991 0.7024164 ],2744456
430,20130.svs,2668752,83.99,72.4,0,[0.99771333 0.98547942 0.94194718 0.80989665 0.74519312],2744435
431,20130.svs,2668752,68.7,52.32,0,[0.99654747 0.98956782 0.96489272 0.85997928 0.81397946],2744406
432,20130.svs,2668752,70.25,54.15,0,[0.99964446 0.99706657 0.97709336 0.83895922 0.62665499],2744365
433,20130.svs,2668752,64.06,47.13,0,[0.99897679 0.9811749  0.9223788  0.8341134  0.77060523],2744342
434,20130.svs,2668752,47.25,30.93,0,[0.99910391 0.98903359 0.95798263 0.79944248 0.50513202],2744293
435,20130.svs,2668752,90.27,82.27,0,[0.99801038 0.99150598 0.96490829 0.8829865  0.8455324 ],2744236
436,20130.svs,2668752,87.53,77.83,0,[0.99916749 0.9905539  0.95726227 0.85564429 0.72727165],2744193
437,20130.svs,2668752,83.61,71.84,0,[0.99846651 0.98414481 0.94336396 0.81457584 0.76748983],2712738
438,20130.svs,2668752,73.55,58.16,0,[0.9962132  0.97244484 0.8955835  0.72554658 0.63807376],2712719
439,20130.svs,2668752,85.4,74.52,0,[0.9977098  0.98330323 0.94554965 0.83478676 0.73607505],2712696
440,20130.svs,2668752,77.02,62.63,0,[0.99781312 0.97674724 0.93469481 0.81380363 0.55621155],2712675
441,20130.svs,2668752,83.03,70.99,0,[0.99881699 0.98949128 0.95240981 0.85061818 0.77546466],2712636
442,20130.svs,2668752,86.63,76.41,0,[0.99748801 0.98661326 0.95305544 0.89967594 0.8777901 ],2712582
443,20130.svs,2668752,54.75,37.69,0,[0.99895874 0.98548564 0.93748068 0.80181193 0.65677539],2712547
444,20130.svs,2668752,45.34,29.32,0,[0.99795371 0.98734845 0.93117792 0.77278568 0.73904431],2712502
445,20130.svs,2668752,76.19,61.54,0,[0.99854362 0.98227977 0.93671025 0.8715949  0.81998292],2712441
446,20130.svs,2668752,83.44,71.59,0,[0.99942744 0.99346065 0.97538611 0.89016048 0.75994134],2712422
447,20130.svs,2668752,84.94,73.82,0,[0.99676848 0.99073359 0.97282136 0.86773441 0.83128297],2712403
